image_idx,label,pred,result,l1_cycles,l2_cycles,total_cycles
247,4,2,0,3178,86,3264
248,4,4,1,3178,86,3264
249,2,2,1,3178,86,3264
250,4,4,1,3178,86,3264
251,1,1,1,3178,86,3264
252,9,9,1,3178,86,3264
253,5,5,1,3178,86,3264
254,7,7,1,3178,86,3264
255,7,7,1,3178,86,3264
256,2,2,1,3178,86,3264
257,8,8,1,3178,86,3264
258,2,2,1,3178,86,3264
259,6,0,0,3178,86,3264
260,8,8,1,3178,86,3264
261,5,5,1,3178,86,3264
262,7,7,1,3178,86,3264
263,7,7,1,3178,86,3264
264,9,9,1,3178,86,3264
265,1,1,1,3178,86,3264
266,8,8,1,3178,86,3264
267,1,1,1,3178,86,3264
268,8,8,1,3178,86,3264
269,0,0,1,3178,86,3264
270,3,3,1,3178,86,3264
271,0,0,1,3178,86,3264
272,1,1,1,3178,86,3264
273,9,9,1,3178,86,3264
274,9,9,1,3178,86,3264
275,4,4,1,3178,86,3264
276,1,1,1,3178,86,3264
277,8,8,1,3178,86,3264
278,2,2,1,3178,86,3264
279,1,1,1,3178,86,3264
280,2,2,1,3178,86,3264
281,9,9,1,3178,86,3264
282,7,7,1,3178,86,3264
283,5,5,1,3178,86,3264
284,9,9,1,3178,86,3264
285,2,2,1,3178,86,3264
286,6,6,1,3178,86,3264
287,4,4,1,3178,86,3264
288,1,1,1,3178,86,3264
289,5,5,1,3178,86,3264
290,8,8,1,3178,86,3264
291,2,2,1,3178,86,3264
292,9,9,1,3178,86,3264
293,2,2,1,3178,86,3264
294,0,0,1,3178,86,3264
295,4,4,1,3178,86,3264
296,0,0,1,3178,86,3264
297,0,0,1,3178,86,3264
298,2,2,1,3178,86,3264
299,8,8,1,3178,86,3264
300,4,6,0,3178,86,3264
301,7,7,1,3178,86,3264
302,1,1,1,3178,86,3264
303,2,2,1,3178,86,3264
304,4,4,1,3178,86,3264
305,0,0,1,3178,86,3264
306,2,2,1,3178,86,3264
307,7,7,1,3178,86,3264
308,4,4,1,3178,86,3264
309,3,3,1,3178,86,3264
310,3,3,1,3178,86,3264
311,0,0,1,3178,86,3264
312,0,0,1,3178,86,3264
313,3,5,0,3178,86,3264
314,1,1,1,3178,86,3264
315,9,9,1,3178,86,3264
316,6,6,1,3178,86,3264
317,5,5,1,3178,86,3264
318,2,2,1,3178,86,3264
319,5,5,1,3178,86,3264
320,9,1,0,3178,86,3264
321,2,7,0,3178,86,3264
322,9,9,1,3178,86,3264
323,3,3,1,3178,86,3264
324,0,0,1,3178,86,3264
325,4,4,1,3178,86,3264
326,2,2,1,3178,86,3264
327,0,0,1,3178,86,3264
328,7,7,1,3178,86,3264
329,1,1,1,3178,86,3264
330,1,1,1,3178,86,3264
331,2,2,1,3178,86,3264
332,1,1,1,3178,86,3264
333,5,5,1,3178,86,3264
334,3,3,1,3178,86,3264
335,3,3,1,3178,86,3264
336,9,9,1,3178,86,3264
337,7,7,1,3178,86,3264
338,8,8,1,3178,86,3264
339,6,6,1,3178,86,3264
340,5,3,0,3178,86,3264
341,6,6,1,3178,86,3264
342,1,1,1,3178,86,3264
343,3,3,1,3178,86,3264
344,8,8,1,3178,86,3264
345,1,1,1,3178,86,3264
346,0,0,1,3178,86,3264
347,5,5,1,3178,86,3264
348,1,1,1,3178,86,3264
349,3,3,1,3178,86,3264
350,1,1,1,3178,86,3264
351,5,5,1,3178,86,3264
352,5,5,1,3178,86,3264
353,6,6,1,3178,86,3264
354,1,1,1,3178,86,3264
355,8,8,1,3178,86,3264
356,5,5,1,3178,86,3264
357,1,1,1,3178,86,3264
358,7,7,1,3178,86,3264
359,9,9,1,3178,86,3264
360,4,4,1,3178,86,3264
361,6,6,1,3178,86,3264
362,2,2,1,3178,86,3264
363,2,2,1,3178,86,3264
364,5,5,1,3178,86,3264
365,0,0,1,3178,86,3264
366,6,6,1,3178,86,3264
367,5,5,1,3178,86,3264
368,6,6,1,3178,86,3264
369,3,3,1,3178,86,3264
370,7,7,1,3178,86,3264
371,2,2,1,3178,86,3264
372,0,0,1,3178,86,3264
373,8,8,1,3178,86,3264
374,8,8,1,3178,86,3264
375,5,5,1,3178,86,3264
376,4,4,1,3178,86,3264
377,1,1,1,3178,86,3264
378,1,1,1,3178,86,3264
379,4,4,1,3178,86,3264
380,0,0,1,3178,86,3264
381,3,7,0,3178,86,3264
382,3,3,1,3178,86,3264
383,7,7,1,3178,86,3264
384,6,6,1,3178,86,3264
385,1,1,1,3178,86,3264
386,6,6,1,3178,86,3264
387,2,2,1,3178,86,3264
388,1,1,1,3178,86,3264
389,9,9,1,3178,86,3264
390,2,2,1,3178,86,3264
391,8,8,1,3178,86,3264
392,6,6,1,3178,86,3264
393,1,1,1,3178,86,3264
394,9,9,1,3178,86,3264
395,5,5,1,3178,86,3264
396,2,2,1,3178,86,3264
397,5,5,1,3178,86,3264
398,4,4,1,3178,86,3264
399,4,4,1,3178,86,3264
400,2,2,1,3178,86,3264
401,8,8,1,3178,86,3264
402,3,3,1,3178,86,3264
403,8,8,1,3178,86,3264
404,2,2,1,3178,86,3264
405,4,4,1,3178,86,3264
406,5,5,1,3178,86,3264
407,0,0,1,3178,86,3264
408,3,3,1,3178,86,3264
409,1,1,1,3178,86,3264
410,7,7,1,3178,86,3264
411,7,7,1,3178,86,3264
412,5,5,1,3178,86,3264
413,7,7,1,3178,86,3264
414,9,9,1,3178,86,3264
415,7,7,1,3178,86,3264
416,1,1,1,3178,86,3264
417,9,9,1,3178,86,3264
418,2,2,1,3178,86,3264
419,1,1,1,3178,86,3264
420,4,4,1,3178,86,3264
421,2,2,1,3178,86,3264
422,9,9,1,3178,86,3264
423,2,2,1,3178,86,3264
424,0,0,1,3178,86,3264
425,4,4,1,3178,86,3264
426,9,9,1,3178,86,3264
427,1,1,1,3178,86,3264
428,4,4,1,3178,86,3264
429,8,8,1,3178,86,3264
430,1,1,1,3178,86,3264
431,8,8,1,3178,86,3264
432,4,4,1,3178,86,3264
433,5,5,1,3178,86,3264
434,9,9,1,3178,86,3264
435,8,8,1,3178,86,3264
436,8,8,1,3178,86,3264
437,3,3,1,3178,86,3264
438,7,7,1,3178,86,3264
439,6,6,1,3178,86,3264
440,0,0,1,3178,86,3264
441,0,0,1,3178,86,3264
442,3,3,1,3178,86,3264
443,0,0,1,3178,86,3264
444,2,2,1,3178,86,3264
445,6,0,0,3178,86,3264
446,6,6,1,3178,86,3264
447,4,4,1,3178,86,3264
448,9,8,0,3178,86,3264
449,3,5,0,3178,86,3264
450,3,3,1,3178,86,3264
451,3,3,1,3178,86,3264
452,2,2,1,3178,86,3264
453,3,3,1,3178,86,3264
454,9,9,1,3178,86,3264
455,1,1,1,3178,86,3264
456,2,2,1,3178,86,3264
457,6,6,1,3178,86,3264
458,8,8,1,3178,86,3264
459,0,0,1,3178,86,3264
460,5,5,1,3178,86,3264
461,6,6,1,3178,86,3264
462,6,6,1,3178,86,3264
463,6,6,1,3178,86,3264
464,3,3,1,3178,86,3264
465,8,8,1,3178,86,3264
466,8,8,1,3178,86,3264
467,2,2,1,3178,86,3264
468,7,7,1,3178,86,3264
469,5,5,1,3178,86,3264
470,8,8,1,3178,86,3264
471,9,9,1,3178,86,3264
472,6,6,1,3178,86,3264
473,1,1,1,3178,86,3264
474,8,8,1,3178,86,3264
475,4,4,1,3178,86,3264
476,1,1,1,3178,86,3264
477,2,2,1,3178,86,3264
478,5,8,0,3178,86,3264
479,9,9,1,3178,86,3264
480,1,1,1,3178,86,3264
481,9,9,1,3178,86,3264
482,7,7,1,3178,86,3264
483,5,5,1,3178,86,3264
484,4,4,1,3178,86,3264
485,0,0,1,3178,86,3264
486,8,8,1,3178,86,3264
487,9,9,1,3178,86,3264
488,9,9,1,3178,86,3264
489,1,1,1,3178,86,3264
490,0,0,1,3178,86,3264
491,5,5,1,3178,86,3264
492,2,2,1,3178,86,3264
493,3,3,1,3178,86,3264
494,7,7,1,3178,86,3264
495,8,8,1,3178,86,3264
496,9,9,1,3178,86,3264
497,4,4,1,3178,86,3264
498,0,0,1,3178,86,3264
499,6,6,1,3178,86,3264
500,3,3,1,3178,86,3264
501,9,9,1,3178,86,3264
502,5,5,1,3178,86,3264
503,2,2,1,3178,86,3264
504,1,1,1,3178,86,3264
505,3,3,1,3178,86,3264
506,1,1,1,3178,86,3264
507,3,5,0,3178,86,3264
508,6,6,1,3178,86,3264
509,5,5,1,3178,86,3264
510,7,7,1,3178,86,3264
511,4,8,0,3178,86,3264
512,2,2,1,3178,86,3264
513,2,2,1,3178,86,3264
514,6,6,1,3178,86,3264
515,3,3,1,3178,86,3264
516,2,2,1,3178,86,3264
517,6,6,1,3178,86,3264
518,5,5,1,3178,86,3264
519,4,4,1,3178,86,3264
520,8,8,1,3178,86,3264
521,9,9,1,3178,86,3264
522,7,7,1,3178,86,3264
523,1,1,1,3178,86,3264
524,3,3,1,3178,86,3264
525,0,0,1,3178,86,3264
526,3,3,1,3178,86,3264
527,8,8,1,3178,86,3264
528,3,3,1,3178,86,3264
529,1,1,1,3178,86,3264
530,9,9,1,3178,86,3264
531,3,3,1,3178,86,3264
532,4,4,1,3178,86,3264
533,4,4,1,3178,86,3264
534,6,6,1,3178,86,3264
535,4,4,1,3178,86,3264
536,2,1,0,3178,86,3264
537,1,1,1,3178,86,3264
538,8,8,1,3178,86,3264
539,2,2,1,3178,86,3264
540,5,5,1,3178,86,3264
541,4,4,1,3178,86,3264
542,8,8,1,3178,86,3264
543,8,8,1,3178,86,3264
544,4,4,1,3178,86,3264
545,0,0,1,3178,86,3264
546,0,0,1,3178,86,3264
547,2,2,1,3178,86,3264
548,3,3,1,3178,86,3264
549,2,2,1,3178,86,3264
550,7,7,1,3178,86,3264
551,7,8,0,3178,86,3264
552,0,0,1,3178,86,3264
553,8,8,1,3178,86,3264
554,7,7,1,3178,86,3264
555,4,4,1,3178,86,3264
556,4,4,1,3178,86,3264
557,7,7,1,3178,86,3264
558,9,9,1,3178,86,3264
559,6,6,1,3178,86,3264
560,9,9,1,3178,86,3264
561,0,0,1,3178,86,3264
562,9,9,1,3178,86,3264
563,8,8,1,3178,86,3264
564,0,0,1,3178,86,3264
565,4,9,0,3178,86,3264
566,6,6,1,3178,86,3264
567,0,0,1,3178,86,3264
568,6,6,1,3178,86,3264
569,3,3,1,3178,86,3264
570,5,5,1,3178,86,3264
571,4,4,1,3178,86,3264
572,8,8,1,3178,86,3264
573,3,3,1,3178,86,3264
574,3,3,1,3178,86,3264
575,9,9,1,3178,86,3264
576,3,3,1,3178,86,3264
577,3,3,1,3178,86,3264
578,3,2,0,3178,86,3264
579,7,7,1,3178,86,3264
580,8,8,1,3178,86,3264
581,0,0,1,3178,86,3264
582,8,2,0,3178,86,3264
583,2,2,1,3178,86,3264
584,1,1,1,3178,86,3264
585,7,7,1,3178,86,3264
586,0,0,1,3178,86,3264
587,6,6,1,3178,86,3264
588,5,5,1,3178,86,3264
589,4,4,1,3178,86,3264
590,3,3,1,3178,86,3264
591,8,3,0,3178,86,3264
592,0,0,1,3178,86,3264
593,9,9,1,3178,86,3264
594,6,6,1,3178,86,3264
595,3,3,1,3178,86,3264
596,8,8,1,3178,86,3264
597,0,0,1,3178,86,3264
598,9,9,1,3178,86,3264
599,9,9,1,3178,86,3264
600,6,6,1,3178,86,3264
601,8,8,1,3178,86,3264
602,6,6,1,3178,86,3264
603,8,8,1,3178,86,3264
604,5,5,1,3178,86,3264
605,7,7,1,3178,86,3264
606,8,8,1,3178,86,3264
607,6,6,1,3178,86,3264
608,0,0,1,3178,86,3264
609,2,2,1,3178,86,3264
610,4,2,0,3178,86,3264
611,0,0,1,3178,86,3264
612,2,2,1,3178,86,3264
613,2,2,1,3178,86,3264
614,3,3,1,3178,86,3264
615,1,1,1,3178,86,3264
616,9,9,1,3178,86,3264
617,7,7,1,3178,86,3264
618,5,5,1,3178,86,3264
619,1,8,0,3178,86,3264
620,0,0,1,3178,86,3264
621,8,8,1,3178,86,3264
622,4,4,1,3178,86,3264
623,6,6,1,3178,86,3264
624,2,2,1,3178,86,3264
625,6,6,1,3178,86,3264
626,7,7,1,3178,86,3264
627,9,9,1,3178,86,3264
628,3,9,0,3178,86,3264
629,2,2,1,3178,86,3264
630,9,9,1,3178,86,3264
631,8,8,1,3178,86,3264
632,2,2,1,3178,86,3264
633,2,2,1,3178,86,3264
634,9,9,1,3178,86,3264
635,2,2,1,3178,86,3264
636,7,7,1,3178,86,3264
637,3,3,1,3178,86,3264
638,5,5,1,3178,86,3264
639,9,9,1,3178,86,3264
640,1,1,1,3178,86,3264
641,8,8,1,3178,86,3264
642,0,0,1,3178,86,3264
643,2,2,1,3178,86,3264
644,0,0,1,3178,86,3264
645,5,5,1,3178,86,3264
646,2,2,1,3178,86,3264
647,1,1,1,3178,86,3264
648,3,3,1,3178,86,3264
649,7,7,1,3178,86,3264
650,6,6,1,3178,86,3264
651,7,7,1,3178,86,3264
652,1,1,1,3178,86,3264
653,2,2,1,3178,86,3264
654,5,5,1,3178,86,3264
655,8,8,1,3178,86,3264
656,0,0,1,3178,86,3264
657,3,3,1,3178,86,3264
658,7,7,1,3178,86,3264
659,2,8,0,3178,86,3264
660,4,4,1,3178,86,3264
661,0,0,1,3178,86,3264
662,9,9,1,3178,86,3264
663,1,1,1,3178,86,3264
664,8,8,1,3178,86,3264
665,6,6,1,3178,86,3264
666,7,7,1,3178,86,3264
667,7,7,1,3178,86,3264
668,4,4,1,3178,86,3264
669,3,3,1,3178,86,3264
670,4,4,1,3178,86,3264
671,9,9,1,3178,86,3264
672,1,1,1,3178,86,3264
673,9,9,1,3178,86,3264
674,5,5,1,3178,86,3264
675,1,1,1,3178,86,3264
676,7,7,1,3178,86,3264
677,3,3,1,3178,86,3264
678,9,9,1,3178,86,3264
679,7,7,1,3178,86,3264
680,6,6,1,3178,86,3264
681,9,9,1,3178,86,3264
682,1,1,1,3178,86,3264
683,3,3,1,3178,86,3264
684,7,2,0,3178,86,3264
685,8,8,1,3178,86,3264
686,3,3,1,3178,86,3264
687,3,3,1,3178,86,3264
688,6,6,1,3178,86,3264
689,7,7,1,3178,86,3264
690,2,2,1,3178,86,3264
691,8,4,0,3178,86,3264
692,5,5,1,3178,86,3264
693,8,8,1,3178,86,3264
694,5,5,1,3178,86,3264
695,1,1,1,3178,86,3264
696,1,1,1,3178,86,3264
697,4,4,1,3178,86,3264
698,4,4,1,3178,86,3264
699,3,3,1,3178,86,3264
700,1,1,1,3178,86,3264
701,0,0,1,3178,86,3264
702,7,7,1,3178,86,3264
703,7,7,1,3178,86,3264
704,0,0,1,3178,86,3264
705,7,7,1,3178,86,3264
706,9,9,1,3178,86,3264
707,4,9,0,3178,86,3264
708,4,4,1,3178,86,3264
709,8,8,1,3178,86,3264
710,5,5,1,3178,86,3264
711,5,5,1,3178,86,3264
712,4,4,1,3178,86,3264
713,0,0,1,3178,86,3264
714,8,8,1,3178,86,3264
715,2,2,1,3178,86,3264
716,1,1,1,3178,86,3264
717,0,6,0,3178,86,3264
718,8,8,1,3178,86,3264
719,4,4,1,3178,86,3264
720,5,8,0,3178,86,3264
721,0,0,1,3178,86,3264
722,4,4,1,3178,86,3264
723,0,0,1,3178,86,3264
724,6,6,1,3178,86,3264
725,1,1,1,3178,86,3264
726,7,7,1,3178,86,3264
727,3,3,1,3178,86,3264
728,2,2,1,3178,86,3264
729,6,6,1,3178,86,3264
730,7,7,1,3178,86,3264
731,2,2,1,3178,86,3264
732,6,6,1,3178,86,3264
733,9,9,1,3178,86,3264
734,3,3,1,3178,86,3264
735,1,1,1,3178,86,3264
736,4,4,1,3178,86,3264
737,6,6,1,3178,86,3264
738,2,2,1,3178,86,3264
739,5,5,1,3178,86,3264
740,4,9,0,3178,86,3264
741,2,2,1,3178,86,3264
742,0,0,1,3178,86,3264
743,6,6,1,3178,86,3264
744,2,2,1,3178,86,3264
745,1,1,1,3178,86,3264
746,7,7,1,3178,86,3264
747,3,3,1,3178,86,3264
748,4,4,1,3178,86,3264
749,1,1,1,3178,86,3264
750,0,0,1,3178,86,3264
751,5,5,1,3178,86,3264
752,4,4,1,3178,86,3264
753,3,3,1,3178,86,3264
754,1,1,1,3178,86,3264
755,1,1,1,3178,86,3264
756,7,7,1,3178,86,3264
757,4,4,1,3178,86,3264
758,9,9,1,3178,86,3264
759,9,9,1,3178,86,3264
760,4,4,1,3178,86,3264
761,8,8,1,3178,86,3264
762,4,4,1,3178,86,3264
763,0,0,1,3178,86,3264
764,2,2,1,3178,86,3264
765,4,4,1,3178,86,3264
766,5,5,1,3178,86,3264
767,1,1,1,3178,86,3264
768,1,1,1,3178,86,3264
769,6,6,1,3178,86,3264
770,4,4,1,3178,86,3264
771,7,7,1,3178,86,3264
772,1,1,1,3178,86,3264
773,9,9,1,3178,86,3264
774,4,4,1,3178,86,3264
775,2,2,1,3178,86,3264
776,4,4,1,3178,86,3264
777,1,1,1,3178,86,3264
778,5,5,1,3178,86,3264
779,5,5,1,3178,86,3264
780,3,3,1,3178,86,3264
781,8,8,1,3178,86,3264
782,3,3,1,3178,86,3264
783,1,1,1,3178,86,3264
784,4,4,1,3178,86,3264
785,5,5,1,3178,86,3264
786,6,6,1,3178,86,3264
787,8,8,1,3178,86,3264
788,9,9,1,3178,86,3264
789,4,4,1,3178,86,3264
790,1,1,1,3178,86,3264
791,5,5,1,3178,86,3264
792,3,3,1,3178,86,3264
793,8,8,1,3178,86,3264
794,0,0,1,3178,86,3264
795,3,3,1,3178,86,3264
796,2,2,1,3178,86,3264
797,5,5,1,3178,86,3264
798,1,1,1,3178,86,3264
799,2,2,1,3178,86,3264
800,8,8,1,3178,86,3264
801,3,3,1,3178,86,3264
802,4,4,1,3178,86,3264
803,4,4,1,3178,86,3264
804,0,0,1,3178,86,3264
805,8,8,1,3178,86,3264
806,8,8,1,3178,86,3264
807,3,3,1,3178,86,3264
808,3,3,1,3178,86,3264
809,1,1,1,3178,86,3264
810,7,2,0,3178,86,3264
811,3,3,1,3178,86,3264
812,5,5,1,3178,86,3264
813,9,9,1,3178,86,3264
814,6,6,1,3178,86,3264
815,3,3,1,3178,86,3264
816,2,2,1,3178,86,3264
817,6,6,1,3178,86,3264
818,1,1,1,3178,86,3264
819,3,3,1,3178,86,3264
820,6,6,1,3178,86,3264
821,0,0,1,3178,86,3264
822,7,7,1,3178,86,3264
823,2,2,1,3178,86,3264
824,1,1,1,3178,86,3264
825,7,7,1,3178,86,3264
826,1,1,1,3178,86,3264
827,4,4,1,3178,86,3264
828,2,2,1,3178,86,3264
829,4,4,1,3178,86,3264
830,2,2,1,3178,86,3264
831,1,1,1,3178,86,3264
832,7,7,1,3178,86,3264
833,9,9,1,3178,86,3264
834,6,6,1,3178,86,3264
835,1,1,1,3178,86,3264
836,1,1,1,3178,86,3264
837,2,2,1,3178,86,3264
838,4,4,1,3178,86,3264
839,8,8,1,3178,86,3264
840,1,1,1,3178,86,3264
841,7,7,1,3178,86,3264
842,7,7,1,3178,86,3264
843,4,4,1,3178,86,3264
844,8,7,0,3178,86,3264
845,0,0,1,3178,86,3264
846,7,7,1,3178,86,3264
847,3,3,1,3178,86,3264
848,1,1,1,3178,86,3264
849,3,3,1,3178,86,3264
850,1,1,1,3178,86,3264
851,0,0,1,3178,86,3264
852,7,7,1,3178,86,3264
853,7,7,1,3178,86,3264
854,0,0,1,3178,86,3264
855,3,3,1,3178,86,3264
856,5,5,1,3178,86,3264
857,5,5,1,3178,86,3264
858,2,2,1,3178,86,3264
859,7,7,1,3178,86,3264
860,6,6,1,3178,86,3264
861,6,6,1,3178,86,3264
862,9,9,1,3178,86,3264
863,2,2,1,3178,86,3264
864,8,8,1,3178,86,3264
865,3,3,1,3178,86,3264
866,5,5,1,3178,86,3264
867,2,2,1,3178,86,3264
868,2,2,1,3178,86,3264
869,5,5,1,3178,86,3264
870,6,6,1,3178,86,3264
